seqid	source	exon_type	start	end	length	homology	GC	strand	phase	attributes	substring
HIE_SL+_TRINITY_DN45134_c0_g4_i5	+	intron	17922	21228	3307	0.0	45.24	+	.	HIE_OG0031867	substring_1
HIE_SL+_TRINITY_DN45134_c0_g4_i5	+	fine	21229	21317	89	100.0	55.06	+	.	HIE_OG0031867	substring_1
HIE_SL+_TRINITY_DN45134_c0_g4_i5	+	intron	21318	21686	369	0.0	36.59	+	.	HIE_OG0031867	substring_1
HIE_SL+_TRINITY_DN45134_c0_g4_i5	+	fine	21687	21844	158	100.0	68.99	+	.	HIE_OG0031867	substring_1
HIE_SL+_TRINITY_DN45134_c0_g4_i5	+	intron	21845	23296	1452	0.0	46.14	+	.	HIE_OG0031867	substring_1
HIE_SL+_TRINITY_DN45134_c0_g4_i5	+	fine	23297	23432	136	100.0	65.44	+	.	HIE_OG0031867	substring_1
HIE_SL+_TRINITY_DN45134_c0_g4_i5	+	intron	23433	23991	559	0.0	53.67	+	.	HIE_OG0031867	substring_1
HIE_SL+_TRINITY_DN45134_c0_g4_i5	+	fine	23992	24054	63	98.41	55.56	+	.	HIE_OG0031867	substring_1
HIE_SL+_TRINITY_DN45134_c0_g4_i5	+	intron	24055	25680	1626	0.0	43.85	+	.	HIE_OG0031867	substring_1
HIE_SL+_TRINITY_DN45134_c0_g4_i5	+	fine	25681	25819	139	98.56	56.83	+	.	HIE_OG0031867	substring_1
HIE_SL+_TRINITY_DN45134_c0_g4_i5	+	fine	35564	35702	139	100.0	60.43	+	.	HIE_OG0031867	substring_2
HIE_SL+_TRINITY_DN45134_c0_g4_i5	+	intron	35703	36800	1098	0.0	50.18	+	.	HIE_OG0031867	substring_2
HIE_SL+_TRINITY_DN45134_c0_g4_i5	+	fine	36801	36844	44	100.0	47.73	+	.	HIE_OG0031867	substring_2
HIE_SL+_TRINITY_DN45134_c0_g4_i5	+	intron	36845	37743	899	0.0	44.16	+	.	HIE_OG0031867	substring_2
HIE_SL+_TRINITY_DN45134_c0_g4_i5	+	fine	37744	37827	84	94.05	67.86	+	.	HIE_OG0031867	substring_2
HIE_SL+_TRINITY_DN45134_c0_g4_i5	+	fine	37835	37899	65	98.46	66.15	+	.	HIE_OG0031867	substring_2
HIE_SL+_TRINITY_DN45134_c0_g4_i5	+	intron	37900	38107	208	0.0	54.33	+	.	HIE_OG0031867	substring_2
HIE_SL+_TRINITY_DN45134_c0_g4_i5	+	fine	38108	38252	145	100.0	61.38	+	.	HIE_OG0031867	substring_2
HIE_SL+_TRINITY_DN45134_c0_g4_i5	+	intron	38253	39601	1349	0.0	47.96	+	.	HIE_OG0031867	substring_2
HIE_SL+_TRINITY_DN45134_c0_g4_i5	+	fine	39602	39736	135	100.0	65.19	+	.	HIE_OG0031867	substring_2
HIE_SL+_TRINITY_DN45134_c0_g4_i5	+	intron	39737	41726	1990	0.0	48.44	+	.	HIE_OG0031867	substring_2
HIE_SL+_TRINITY_DN45134_c0_g4_i5	+	fine	41727	41774	48	100.0	58.33	+	.	HIE_OG0031867	substring_2
HIE_SL+_TRINITY_DN45134_c0_g4_i5	+	intron	41775	41903	129	0.0	52.71	+	.	HIE_OG0031867	substring_2
HIE_SL+_TRINITY_DN45134_c0_g4_i5	+	fine	41904	41945	42	100.0	61.9	+	.	HIE_OG0031867	substring_2
HIE_SL+_TRINITY_DN45134_c0_g4_i5	+	intron	41946	42215	270	0.0	54.81	+	.	HIE_OG0031867	substring_2
HIE_SL+_TRINITY_DN45134_c0_g4_i5	+	fine	42216	42382	167	100.0	66.47	+	.	HIE_OG0031867	substring_2
HIE_SL+_TRINITY_DN45134_c0_g4_i5	+	intron	42383	43921	1539	0.0	47.11	+	.	HIE_OG0031867	substring_2
HIE_SL+_TRINITY_DN45134_c0_g4_i5	+	fine	43922	44019	98	100.0	63.27	+	.	HIE_OG0031867	substring_2
HIE_SL+_TRINITY_DN45134_c0_g4_i5	+	intron	44020	44386	367	0.0	60.22	+	.	HIE_OG0031867	substring_2
HIE_SL+_TRINITY_DN45134_c0_g4_i5	+	fine	44387	44508	122	100.0	60.66	+	.	HIE_OG0031867	substring_2
HIE_SL+_TRINITY_DN45134_c0_g4_i5	+	intron	44509	44764	256	0.0	49.22	+	.	HIE_OG0031867	substring_2
HIE_SL+_TRINITY_DN45134_c0_g4_i5	+	fine	44765	44895	131	100.0	57.25	+	.	HIE_OG0031867	substring_2
HIE_SL+_TRINITY_DN45134_c0_g4_i5	+	intron	44896	46148	1253	0.0	47.09	+	.	HIE_OG0031867	substring_2
HIE_SL+_TRINITY_DN45134_c0_g4_i5	+	fine	46149	46268	120	100.0	63.33	+	.	HIE_OG0031867	substring_2
HIE_SL+_TRINITY_DN45134_c0_g4_i5	+	intron	46269	48242	1974	0.0	42.81	+	.	HIE_OG0031867	substring_2
HIE_SL+_TRINITY_DN45134_c0_g4_i5	+	fine	48243	48318	76	100.0	63.16	+	.	HIE_OG0031867	substring_2
HIE_SL+_TRINITY_DN45134_c0_g4_i5	+	intron	48319	49747	1429	0.0	46.68	+	.	HIE_OG0031867	substring_2
HIE_SL+_TRINITY_DN45134_c0_g4_i5	+	fine	49748	49852	105	100.0	69.52	+	.	HIE_OG0031867	substring_2
HIE_SL+_TRINITY_DN45134_c0_g4_i5	+	intron	49853	50117	265	0.0	44.53	+	.	HIE_OG0031867	substring_2
HIE_SL+_TRINITY_DN45134_c0_g4_i5	+	fine	50118	50184	67	97.01	64.18	+	.	HIE_OG0031867	substring_2
HIE_SL+_TRINITY_DN38210_c1_g1_i7	+	fine	237	379	143	94.41	55.94	+	.	HIE_OG0031890	substring_1
HIE_SL+_TRINITY_DN38210_c1_g1_i7	+	intron	380	861	482	0.0	48.34	+	.	HIE_OG0031890	substring_1
HIE_SL+_TRINITY_DN38210_c1_g1_i7	+	fine	862	906	45	100.0	55.56	+	.	HIE_OG0031890	substring_1
HIE_SL+_TRINITY_DN38210_c1_g1_i7	+	intron	907	4397	3491	0.0	47.49	+	.	HIE_OG0031890	substring_1
HIE_SL+_TRINITY_DN38210_c1_g1_i7	+	fine	4398	4556	159	99.37	57.23	+	.	HIE_OG0031890	substring_1
HIE_SL+_TRINITY_DN38210_c1_g1_i7	+	intron	4557	5213	657	0.0	52.82	+	.	HIE_OG0031890	substring_1
HIE_SL+_TRINITY_DN38210_c1_g1_i7	+	fine	5214	5285	72	100.0	52.78	+	.	HIE_OG0031890	substring_1
HIE_SL+_TRINITY_DN38210_c1_g1_i7	+	intron	5286	6049	764	0.0	40.84	+	.	HIE_OG0031890	substring_1
HIE_SL+_TRINITY_DN38210_c1_g1_i7	+	fine	6050	6173	124	100.0	60.48	+	.	HIE_OG0031890	substring_1
HIE_SL+_TRINITY_DN38210_c1_g1_i7	+	intron	6174	7451	1278	0.0	53.6	+	.	HIE_OG0031890	substring_1
HIE_SL+_TRINITY_DN38210_c1_g1_i7	+	fine	7452	7484	33	100.0	63.64	+	.	HIE_OG0031890	substring_1
HIE_SL+_TRINITY_DN38210_c1_g1_i7	+	intron	7485	7703	219	0.0	42.92	+	.	HIE_OG0031890	substring_1
HIE_SL+_TRINITY_DN38210_c1_g1_i7	+	fine	7704	7747	44	100.0	61.36	+	.	HIE_OG0031890	substring_1
HIE_SL+_TRINITY_DN38210_c1_g1_i7	+	intron	7748	7826	79	0.0	68.35	+	.	HIE_OG0031890	substring_1
HIE_SL+_TRINITY_DN38210_c1_g1_i7	+	fine	7827	7917	91	100.0	60.44	+	.	HIE_OG0031890	substring_1
HIE_SL+_TRINITY_DN38210_c1_g1_i7	+	intron	7918	8433	516	0.0	44.57	+	.	HIE_OG0031890	substring_1
HIE_SL+_TRINITY_DN38210_c1_g1_i7	+	fine	8434	8888	455	99.56	49.23	+	.	HIE_OG0031890	substring_1
HIE_SL+_TRINITY_DN44581_c0_g1_i5	+	fine	2422	2522	101	100.0	66.34	+	.	HIE_OG0031895	substring_1
HIE_SL+_TRINITY_DN44581_c0_g1_i5	+	intron	2523	2831	309	0.0	58.9	+	.	HIE_OG0031895	substring_1
HIE_SL+_TRINITY_DN44581_c0_g1_i5	+	fine	2832	2899	68	100.0	52.94	+	.	HIE_OG0031895	substring_1
HIE_SL+_TRINITY_DN44581_c0_g1_i5	+	intron	2900	3366	467	0.0	49.46	+	.	HIE_OG0031895	substring_1
HIE_SL+_TRINITY_DN44581_c0_g1_i5	+	fine	3367	3511	145	100.0	62.76	+	.	HIE_OG0031895	substring_1
HIE_SL+_TRINITY_DN42407_c0_g2_i6	+	fine	1927	2011	85	96.47	56.47	+	.	HIE_OG0031900	substring_1
HIE_SL+_TRINITY_DN42407_c0_g2_i6	+	intron	2012	3069	1058	0.0	45.84	+	.	HIE_OG0031900	substring_1
HIE_SL+_TRINITY_DN42407_c0_g2_i6	+	fine	3070	3279	210	100.0	65.71	+	.	HIE_OG0031900	substring_1
HIE_SL+_TRINITY_DN51926_c3_g8_i1	+	fine	2573	2678	106	98.11	64.15	+	.	HIE_OG0031905	substring_1
HIE_SL+_TRINITY_DN51926_c3_g8_i1	+	intron	2679	3038	360	0.0	50.0	+	.	HIE_OG0031905	substring_1
HIE_SL+_TRINITY_DN51926_c3_g8_i1	+	fine	3039	3077	39	100.0	61.54	+	.	HIE_OG0031905	substring_1
HIE_SL+_TRINITY_DN51926_c3_g8_i1	+	intron	3078	4181	1104	0.0	50.63	+	.	HIE_OG0031905	substring_1
HIE_SL+_TRINITY_DN51926_c3_g8_i1	+	fine	4182	4244	63	100.0	66.67	+	.	HIE_OG0031905	substring_1
HIE_SL+_TRINITY_DN51926_c3_g8_i1	+	intron	4245	4574	330	0.0	62.12	+	.	HIE_OG0031905	substring_1
HIE_SL+_TRINITY_DN51926_c3_g8_i1	+	fine	4575	4630	56	100.0	62.5	+	.	HIE_OG0031905	substring_1
HIE_SL+_TRINITY_DN51926_c3_g8_i1	+	intron	4631	5111	481	0.0	46.78	+	.	HIE_OG0031905	substring_1
HIE_SL+_TRINITY_DN51926_c3_g8_i1	+	fine	5112	5180	69	100.0	65.22	+	.	HIE_OG0031905	substring_1
HIE_SL+_TRINITY_DN51926_c3_g8_i1	+	intron	5181	5952	772	0.0	57.12	+	.	HIE_OG0031905	substring_1
HIE_SL+_TRINITY_DN51926_c3_g8_i1	+	fine	5953	6010	58	98.28	70.69	+	.	HIE_OG0031905	substring_1
HIE_SL+_TRINITY_DN51926_c3_g8_i1	+	intron	6011	6731	721	0.0	48.82	+	.	HIE_OG0031905	substring_1
HIE_SL+_TRINITY_DN51926_c3_g8_i1	+	fine	6732	6776	45	97.78	66.67	+	.	HIE_OG0031905	substring_1
HIE_SL+_TRINITY_DN51926_c3_g8_i1	+	intron	6777	7265	489	0.0	49.9	+	.	HIE_OG0031905	substring_1
HIE_SL+_TRINITY_DN51926_c3_g8_i1	+	fine	7266	7372	107	99.07	68.22	+	.	HIE_OG0031905	substring_1
HIE_SL+_TRINITY_DN51926_c3_g8_i1	+	intron	7373	9127	1755	0.0	46.27	+	.	HIE_OG0031905	substring_1
HIE_SL+_TRINITY_DN51926_c3_g8_i1	+	fine	9128	9252	125	100.0	70.4	+	.	HIE_OG0031905	substring_1
HIE_SL+_TRINITY_DN51926_c3_g8_i1	+	intron	9253	9922	670	0.0	44.63	+	.	HIE_OG0031905	substring_1
HIE_SL+_TRINITY_DN51926_c3_g8_i1	+	fine	9923	9976	54	100.0	62.96	+	.	HIE_OG0031905	substring_1
HIE_SL+_TRINITY_DN51926_c3_g8_i1	+	intron	9977	12443	2467	0.0	56.42	+	.	HIE_OG0031905	substring_1
HIE_SL+_TRINITY_DN51926_c3_g8_i1	+	fine	12444	12556	113	100.0	54.87	+	.	HIE_OG0031905	substring_1
HIE_SL+_TRINITY_DN51926_c3_g8_i1	+	intron	12557	14706	2150	0.0	50.33	+	.	HIE_OG0031905	substring_1
HIE_SL+_TRINITY_DN51926_c3_g8_i1	+	fine	14707	14793	87	100.0	57.47	+	.	HIE_OG0031905	substring_1
HIE_SL+_TRINITY_DN51926_c3_g8_i1	+	intron	14794	18583	3790	0.0	48.07	+	.	HIE_OG0031905	substring_1
HIE_SL+_TRINITY_DN51926_c3_g8_i1	+	fine	18584	18639	56	100.0	64.29	+	.	HIE_OG0031905	substring_1
HIE_SL+_TRINITY_DN51926_c3_g8_i1	+	intron	18640	19105	466	0.0	53.0	+	.	HIE_OG0031905	substring_1
HIE_SL+_TRINITY_DN51926_c3_g8_i1	+	fine	19106	19168	63	100.0	69.84	+	.	HIE_OG0031905	substring_1
HIE_SL+_TRINITY_DN51926_c3_g8_i1	+	intron	19169	19559	391	0.0	60.1	+	.	HIE_OG0031905	substring_1
HIE_SL+_TRINITY_DN51926_c3_g8_i1	+	fine	19560	19663	104	100.0	67.31	+	.	HIE_OG0031905	substring_1
HIE_SL+_TRINITY_DN51926_c3_g8_i1	+	intron	19664	21373	1710	0.0	53.16	+	.	HIE_OG0031905	substring_1
HIE_SL+_TRINITY_DN51926_c3_g8_i1	+	fine	21374	21527	154	100.0	66.23	+	.	HIE_OG0031905	substring_1
HIE_SL-_TRINITY_DN39528_c0_g1_i3	-	fine	194	373	180	97.78	72.22	-	.	HIE_OG0031910	substring_1
HIE_SL-_TRINITY_DN39528_c0_g1_i3	-	intron	374	875	502	0.0	63.15	-	.	HIE_OG0031910	substring_1
HIE_SL-_TRINITY_DN39528_c0_g1_i3	-	fine	876	986	111	99.1	62.16	-	.	HIE_OG0031910	substring_1
HIE_SL-_TRINITY_DN39528_c0_g1_i3	-	intron	987	1454	468	0.0	47.44	-	.	HIE_OG0031910	substring_1
HIE_SL-_TRINITY_DN39528_c0_g1_i3	-	fine	1455	1484	30	100.0	56.67	-	.	HIE_OG0031910	substring_1
HIE_SL-_TRINITY_DN39528_c0_g1_i3	-	intron	1485	6456	4972	0.0	53.72	-	.	HIE_OG0031910	substring_1
HIE_SL-_TRINITY_DN39528_c0_g1_i3	-	fine	6457	6628	172	100.0	66.28	-	.	HIE_OG0031910	substring_1
HIE_SL-_TRINITY_DN39528_c0_g1_i3	-	intron	6629	7994	1366	0.0	47.88	-	.	HIE_OG0031910	substring_1
HIE_SL-_TRINITY_DN39528_c0_g1_i3	-	fine	7995	8061	67	100.0	65.67	-	.	HIE_OG0031910	substring_1
HIE_SL-_TRINITY_DN39528_c0_g1_i3	-	intron	8062	8246	185	0.0	51.89	-	.	HIE_OG0031910	substring_1
HIE_SL-_TRINITY_DN39528_c0_g1_i3	-	fine	8247	8331	85	100.0	62.35	-	.	HIE_OG0031910	substring_1
HIE_SL-_TRINITY_DN39528_c0_g1_i3	-	intron	8332	9143	812	0.0	55.54	-	.	HIE_OG0031910	substring_1
HIE_SL-_TRINITY_DN39528_c0_g1_i3	-	fine	9144	9276	133	100.0	63.16	-	.	HIE_OG0031910	substring_1
HIE_SL-_TRINITY_DN39528_c0_g1_i3	-	intron	9277	13434	4158	0.0	49.74	-	.	HIE_OG0031910	substring_1
HIE_SL-_TRINITY_DN39528_c0_g1_i3	-	fine	13435	13555	121	100.0	66.94	-	.	HIE_OG0031910	substring_1
HIE_SL-_TRINITY_DN39528_c0_g1_i3	-	intron	13556	15442	1887	0.0	49.23	-	.	HIE_OG0031910	substring_1
HIE_SL-_TRINITY_DN39528_c0_g1_i3	-	fine	15443	15568	126	100.0	66.67	-	.	HIE_OG0031910	substring_1
HIE_SL-_TRINITY_DN39528_c0_g1_i3	-	intron	15569	16078	510	0.0	54.71	-	.	HIE_OG0031910	substring_1
HIE_SL-_TRINITY_DN39528_c0_g1_i3	-	fine	16079	16127	49	97.96	59.18	-	.	HIE_OG0031910	substring_1
HIE_SL-_TRINITY_DN39528_c0_g1_i3	-	intron	16128	16575	448	0.0	48.21	-	.	HIE_OG0031910	substring_1
HIE_SL-_TRINITY_DN39528_c0_g1_i3	-	fine	16576	16662	87	96.55	59.77	-	.	HIE_OG0031910	substring_1
HIE_SL-_TRINITY_DN39528_c0_g1_i3	-	intron	16663	17606	944	0.0	46.29	-	.	HIE_OG0031910	substring_1
HIE_SL-_TRINITY_DN39528_c0_g1_i3	-	fine	17607	17684	78	98.72	60.26	-	.	HIE_OG0031910	substring_1
HIE_SL-_TRINITY_DN39528_c0_g1_i3	-	intron	17685	18128	444	0.0	43.24	-	.	HIE_OG0031910	substring_1
HIE_SL-_TRINITY_DN39528_c0_g1_i3	-	fine	18129	18218	90	100.0	53.33	-	.	HIE_OG0031910	substring_1
HIE_SL-_TRINITY_DN39528_c0_g1_i3	-	intron	18219	18752	534	0.0	55.06	-	.	HIE_OG0031910	substring_1
HIE_SL-_TRINITY_DN39528_c0_g1_i3	-	fine	18753	18784	32	96.88	50.0	-	.	HIE_OG0031910	substring_1
HIE_SL-_TRINITY_DN39528_c0_g1_i3	-	intron	18785	19395	611	0.0	49.92	-	.	HIE_OG0031910	substring_1
HIE_SL-_TRINITY_DN39528_c0_g1_i3	-	fine	19396	19591	196	94.9	57.14	-	.	HIE_OG0031910	substring_1
HIE_SL+_TRINITY_DN54984_c0_g2_i4	+	fine	6034	6132	99	98.99	58.59	+	.	HIE_OG0031911	substring_1
HIE_SL+_TRINITY_DN54984_c0_g2_i4	+	intron	6133	7488	1356	0.0	45.21	+	.	HIE_OG0031911	substring_1
HIE_SL+_TRINITY_DN54984_c0_g2_i4	+	fine	7489	7575	87	100.0	64.37	+	.	HIE_OG0031911	substring_1
HIE_SL+_TRINITY_DN54984_c0_g2_i4	+	intron	7576	8954	1379	0.0	58.52	+	.	HIE_OG0031911	substring_1
HIE_SL+_TRINITY_DN54984_c0_g2_i4	+	fine	8955	9056	102	100.0	69.61	+	.	HIE_OG0031911	substring_1
HIE_SL+_TRINITY_DN54984_c0_g2_i4	+	intron	9057	9817	761	0.0	52.96	+	.	HIE_OG0031911	substring_1
HIE_SL+_TRINITY_DN54984_c0_g2_i4	+	fine	9818	9911	94	100.0	64.89	+	.	HIE_OG0031911	substring_1
HIE_SL+_TRINITY_DN54984_c0_g2_i4	+	intron	9912	10683	772	0.0	54.66	+	.	HIE_OG0031911	substring_1
HIE_SL+_TRINITY_DN54984_c0_g2_i4	+	fine	10684	10765	82	100.0	57.32	+	.	HIE_OG0031911	substring_1
HIE_SL+_TRINITY_DN54984_c0_g2_i4	+	intron	10766	11165	400	0.0	45.25	+	.	HIE_OG0031911	substring_1
HIE_SL+_TRINITY_DN54984_c0_g2_i4	+	fine	11166	11203	38	100.0	52.63	+	.	HIE_OG0031911	substring_1
HIE_SL+_TRINITY_DN54984_c0_g2_i4	+	intron	11204	11572	369	0.0	51.49	+	.	HIE_OG0031911	substring_1
HIE_SL+_TRINITY_DN54984_c0_g2_i4	+	fine	11573	11712	140	100.0	62.14	+	.	HIE_OG0031911	substring_1
HIE_SL+_TRINITY_DN54984_c0_g2_i4	+	intron	11713	13404	1692	0.0	50.47	+	.	HIE_OG0031911	substring_1
HIE_SL+_TRINITY_DN54984_c0_g2_i4	+	fine	13405	13503	99	100.0	59.6	+	.	HIE_OG0031911	substring_1
HIE_SL+_TRINITY_DN54984_c0_g2_i4	+	intron	13504	14213	710	0.0	41.97	+	.	HIE_OG0031911	substring_1
HIE_SL+_TRINITY_DN54984_c0_g2_i4	+	fine	14214	14302	89	100.0	51.69	+	.	HIE_OG0031911	substring_1
HIE_SL+_TRINITY_DN54984_c0_g2_i4	+	intron	14303	15847	1545	0.0	51.39	+	.	HIE_OG0031911	substring_1
HIE_SL+_TRINITY_DN54984_c0_g2_i4	+	fine	15848	15976	129	100.0	64.34	+	.	HIE_OG0031911	substring_1
HIE_SL+_TRINITY_DN54984_c0_g2_i4	+	intron	15977	16729	753	0.0	44.75	+	.	HIE_OG0031911	substring_1
HIE_SL+_TRINITY_DN54984_c0_g2_i4	+	fine	16730	16866	137	100.0	60.58	+	.	HIE_OG0031911	substring_1
HIE_SL+_TRINITY_DN54984_c0_g2_i4	+	intron	16867	17257	391	0.0	46.29	+	.	HIE_OG0031911	substring_1
HIE_SL+_TRINITY_DN54984_c0_g2_i4	+	fine	17258	17353	96	100.0	63.54	+	.	HIE_OG0031911	substring_1
HIE_SL+_TRINITY_DN54984_c0_g2_i4	+	intron	17354	18091	738	0.0	40.38	+	.	HIE_OG0031911	substring_1
HIE_SL+_TRINITY_DN54984_c0_g2_i4	+	fine	18092	18267	176	100.0	74.43	+	.	HIE_OG0031911	substring_1
HIE_SL+_TRINITY_DN54984_c0_g2_i4	+	intron	18268	18848	581	0.0	54.56	+	.	HIE_OG0031911	substring_1
HIE_SL+_TRINITY_DN54984_c0_g2_i4	+	fine	18849	18942	94	100.0	84.04	+	.	HIE_OG0031911	substring_1
HIE_SL+_TRINITY_DN54984_c0_g2_i4	+	intron	18943	19866	924	0.0	49.13	+	.	HIE_OG0031911	substring_1
HIE_SL+_TRINITY_DN54984_c0_g2_i4	+	fine	19867	19912	46	95.65	84.78	+	.	HIE_OG0031911	substring_1
HIE_SL+_TRINITY_DN54984_c0_g2_i4	+	intron	19913	20206	294	0.0	66.67	+	.	HIE_OG0031911	substring_1
HIE_SL+_TRINITY_DN54984_c0_g2_i4	+	fine	20207	20275	69	100.0	85.51	+	.	HIE_OG0031911	substring_1
HIE_SL+_TRINITY_DN54984_c0_g2_i4	+	intron	20276	20609	334	0.0	52.99	+	.	HIE_OG0031911	substring_1
HIE_SL+_TRINITY_DN54984_c0_g2_i4	+	fine	20610	20780	171	100.0	63.74	+	.	HIE_OG0031911	substring_1
HIE_SL+_TRINITY_DN52919_c4_g2_i5	+	fine	200	310	111	100.0	56.76	+	.	HIE_OG0031918	substring_1
HIE_SL+_TRINITY_DN52919_c4_g2_i5	+	intron	311	656	346	0.0	52.6	+	.	HIE_OG0031918	substring_1
HIE_SL+_TRINITY_DN52919_c4_g2_i5	+	fine	657	811	155	100.0	64.52	+	.	HIE_OG0031918	substring_1
HIE_SL+_TRINITY_DN52919_c4_g2_i5	+	intron	812	979	168	0.0	56.55	+	.	HIE_OG0031918	substring_1
HIE_SL+_TRINITY_DN52919_c4_g2_i5	+	fine	980	1054	75	96.0	61.33	+	.	HIE_OG0031918	substring_1
HIE_SL+_TRINITY_DN52919_c4_g2_i5	+	fine	1058	1086	29	93.1	62.07	+	.	HIE_OG0031918	substring_1
HIE_SL+_TRINITY_DN52919_c4_g2_i5	+	intron	1087	1705	619	0.0	52.99	+	.	HIE_OG0031918	substring_1
HIE_SL+_TRINITY_DN52919_c4_g2_i5	+	fine	1706	1748	43	100.0	53.49	+	.	HIE_OG0031918	substring_1
HIE_SL+_TRINITY_DN52919_c4_g2_i5	+	fine	2866	2998	133	100.0	72.93	+	.	HIE_OG0031918	substring_2
HIE_SL+_TRINITY_DN52919_c4_g2_i5	+	intron	2999	3287	289	0.0	61.25	+	.	HIE_OG0031918	substring_2
HIE_SL+_TRINITY_DN52919_c4_g2_i5	+	fine	3288	3343	56	100.0	60.71	+	.	HIE_OG0031918	substring_2
HIE_SL+_TRINITY_DN52919_c4_g2_i5	+	intron	3344	3471	128	0.0	75.0	+	.	HIE_OG0031918	substring_2
HIE_SL+_TRINITY_DN52919_c4_g2_i5	+	fine	3472	3522	51	100.0	68.63	+	.	HIE_OG0031918	substring_2
HIE_SL+_TRINITY_DN52919_c4_g2_i5	+	intron	3523	4031	509	0.0	60.12	+	.	HIE_OG0031918	substring_2
HIE_SL+_TRINITY_DN52919_c4_g2_i5	+	fine	4032	4118	87	100.0	66.67	+	.	HIE_OG0031918	substring_2
HIE_SL+_TRINITY_DN52919_c4_g2_i5	+	intron	4119	4421	303	0.0	58.09	+	.	HIE_OG0031918	substring_2
HIE_SL+_TRINITY_DN52919_c4_g2_i5	+	fine	4422	4579	158	100.0	70.25	+	.	HIE_OG0031918	substring_2
HIE_SL+_TRINITY_DN52919_c4_g2_i5	+	intron	4580	5120	541	0.0	47.13	+	.	HIE_OG0031918	substring_2
HIE_SL+_TRINITY_DN52919_c4_g2_i5	+	fine	5121	5290	170	100.0	67.06	+	.	HIE_OG0031918	substring_2
HIE_SL+_TRINITY_DN52919_c4_g2_i5	+	intron	5291	5684	394	0.0	60.66	+	.	HIE_OG0031918	substring_2
HIE_SL+_TRINITY_DN52919_c4_g2_i5	+	fine	5685	5779	95	100.0	61.05	+	.	HIE_OG0031918	substring_2
HIE_SL+_TRINITY_DN52919_c4_g2_i5	+	intron	5780	6535	756	0.0	50.53	+	.	HIE_OG0031918	substring_2
HIE_SL+_TRINITY_DN52919_c4_g2_i5	+	fine	6536	6648	113	100.0	68.14	+	.	HIE_OG0031918	substring_2
HIE_SL+_TRINITY_DN52919_c4_g2_i5	+	intron	6649	7134	486	0.0	60.7	+	.	HIE_OG0031918	substring_2
HIE_SL+_TRINITY_DN52919_c4_g2_i5	+	fine	7135	7248	114	100.0	72.81	+	.	HIE_OG0031918	substring_2
HIE_SL+_TRINITY_DN52919_c4_g2_i5	+	intron	7249	7914	666	0.0	57.06	+	.	HIE_OG0031918	substring_2
HIE_SL+_TRINITY_DN52919_c4_g2_i5	+	fine	7915	8159	245	100.0	74.29	+	.	HIE_OG0031918	substring_2
HIE_SL+_TRINITY_DN52919_c4_g2_i5	+	intron	8160	8552	393	0.0	67.18	+	.	HIE_OG0031918	substring_2
HIE_SL+_TRINITY_DN52919_c4_g2_i5	+	fine	8553	8728	176	100.0	64.2	+	.	HIE_OG0031918	substring_2
HIE_SL+_TRINITY_DN48950_c1_g1_i1	+	fine	199	307	109	97.25	55.05	+	.	HIE_OG0031927	substring_1
HIE_SL+_TRINITY_DN48950_c1_g1_i1	+	intron	308	575	268	0.0	57.84	+	.	HIE_OG0031927	substring_1
HIE_SL+_TRINITY_DN48950_c1_g1_i1	+	fine	576	677	102	100.0	65.69	+	.	HIE_OG0031927	substring_1
HIE_SL+_TRINITY_DN48950_c1_g1_i1	+	intron	678	1318	641	0.0	41.65	+	.	HIE_OG0031927	substring_1
HIE_SL+_TRINITY_DN48950_c1_g1_i1	+	fine	1319	1467	149	100.0	65.77	+	.	HIE_OG0031927	substring_1
HIE_SL+_TRINITY_DN48950_c1_g1_i1	+	intron	1468	2629	1162	0.0	56.11	+	.	HIE_OG0031927	substring_1
HIE_SL+_TRINITY_DN48950_c1_g1_i1	+	fine	2630	2684	55	100.0	60.0	+	.	HIE_OG0031927	substring_1
HIE_SL+_TRINITY_DN48950_c1_g1_i1	+	intron	2685	3178	494	0.0	52.43	+	.	HIE_OG0031927	substring_1
HIE_SL+_TRINITY_DN48950_c1_g1_i1	+	fine	3179	3293	115	96.52	58.26	+	.	HIE_OG0031927	substring_1
HIE_SL+_TRINITY_DN48950_c1_g1_i1	+	intron	3294	3511	218	0.0	62.39	+	.	HIE_OG0031927	substring_1
HIE_SL+_TRINITY_DN48950_c1_g1_i1	+	fine	3512	3584	73	98.63	63.01	+	.	HIE_OG0031927	substring_1
HIE_SL+_TRINITY_DN48950_c1_g1_i1	+	intron	3585	5054	1470	0.0	50.0	+	.	HIE_OG0031927	substring_1
HIE_SL+_TRINITY_DN48950_c1_g1_i1	+	fine	5055	5187	133	96.99	69.17	+	.	HIE_OG0031927	substring_1
HIE_SL+_TRINITY_DN48950_c1_g1_i1	+	intron	5188	6451	1264	0.0	45.02	+	.	HIE_OG0031927	substring_1
HIE_SL+_TRINITY_DN48950_c1_g1_i1	+	fine	6452	6484	33	100.0	72.73	+	.	HIE_OG0031927	substring_1
HIE_SL+_TRINITY_DN48950_c1_g1_i1	+	intron	6485	7854	1370	0.0	58.03	+	.	HIE_OG0031927	substring_1
HIE_SL+_TRINITY_DN48950_c1_g1_i1	+	fine	7855	8058	204	100.0	60.29	+	.	HIE_OG0031927	substring_1
HIE_SL-_TRINITY_DN41264_c3_g1_i1	-	fine	1412	1563	152	100.0	46.05	-	.	HIE_OG0031935	substring_1
